path,sha256,size_bytes
run_with_config.r,03167b3bd92b8d803f97c434cca7e89473826ef0003b864323ac914430f97d3d,9892
evaluate_with_config.r,43b041b1f7a3843734d78bba2a4871b76a30ac513127b022720e58f9e9b0a4d1,17002
config/config.yaml,b2e27d9dbd0bc7ce6098ab1cb9c3d8a3e63c5ed183fb7448f87c76dde3f0c120,11510
helper/reproducibility.r,b47d622723d66a35ba9559ee0db0a0f4ca160bc7fe64a033cba7fed5397802b5,6839
helper/load_data.r,1f920e53dd6930767f63c906c3b4cd2955bd4aa4e430737c3519ab5389425d05,11499
helper/time_split.r,6f80ff20b18e4f4316cdeb6e2e4798b0b8ad3da65a94c1e179435c838fd8a101,2527
helper/marginals.r,d434c4f79b086bff9d01ff45f863ff845c888d6d6042355855253688218c4d72,13589
benchmark_models/dynamic_vine_NN.r,a7d2485faace6e4a9d827b36d6a773dbe2667993a7c9c4236792187d6087e9f1,29244
rl/rl_environment.r,4bb89fa2c53c42be2a7be782aee4da6c3c116c0be5305a9776010075b6c72bdb,32034
rl/train_rl.r,eaae13240fa39db14ff5f8fe757cc9e35963ddfec1e28da44b25d3bde5f40ad3,98343
rl/training_sanity_check.r,26edf6e42221de304f36cb0202c70078329ce80693ac4054101480b6fdbb508a,50165
rl/evaluate_rl.r,b8c87df0dc87e01018d24f3be67a385410af84d38853552f850d1158dcdd9aa0,22620
rl/action_projection.py,783091772bb70921b3b3cef2722f5de71334865f4e2b0db2db9a294ff2bed37f,3841
rl/recurrent_baselines.py,7d3a9d783b66e292cd94929b056eb875cc217a2610d27cc6c8d3721612132be6,39757
rl/policy_inference_server_v2.py,25193c881fa5ac3c35832143717dfe960ac17682b63f87eacc798be641ef3765,8777
rl/materialize_synthetic_presentation_bundle.r,5a4e512bbd92e90a5508ef13157fe5a3d093d198205f046ba52002ba8087d7f7,6022
publication_pipeline_draft/synthetic_presentation_protocol.py,dbbb2aca848eac9b9b2e6ba2e30797e624e707dd43af52b8b7346f298020eb95,19595
publication_pipeline_draft/run_synthetic_presentation_sweep.py,ec86b0f77f744b9a646503048815526eea59bb15d7f92920b5b3af1024f044d7,7128
publication_pipeline_draft/audit_synthetic_presentation_sweep.py,bfb59c5239431900688dc8d1f6aa19bcbb7f283153e39d2033809966059f6f5f,9772
publication_pipeline_draft/generate_synthetic_presentation_policy_weights.py,8d15d56e22cdfcb62d1b1c7746648bd37f1215e451478e08f8b5293662565d56,8507
publication_pipeline_draft/analyze_synthetic_presentation_response.py,2e09477549fd618d2d1a626df79f1659564ed514e7033ec7999349f3baa877cf,22164
publication_pipeline_draft/synthetic_dose_protocol.py,ec42b6d32579136e38af607654cc51b6565ad17aa018723b9ca6dc6d867209a7,19050
publication_pipeline_draft/analyze_synthetic_dose_response.py,2ee74175a732549b1ec94b1bb5ddf7c1599020f8262d8a0e436691f03c8e85f2,22802
publication_pipeline_draft/publication_pipeline.py,9b6b87d37c99cd0f863d69e9fdf77bf78901f1f8dccc9984b972973199699716,80471
publication_pipeline_draft/analyze_causal_results.py,1b2a732c4385d5569e3842e1c36b5e3a091a3062a62d91a716d110067741d470,32755
publication_pipeline_draft/config/synthetic_presentation_response_v2.json,f85f7ba7e6d380b1ac6b46ce7fa19ea32ce408681db16159d683baec3d072ad5,6711
publication_pipeline_draft/config/causal_analysis_contract_v2.json,bcf1b37cafd894241ca75b26f8a545029b28b14d834189b8db78b7d09557b25e,7437
publication_pipeline_draft/config/evaluation_contract.json,1053c96459afd305f2385572b406d460275dfd07f95503be40dbfb8b034fda92,1356
publication_pipeline_draft/tests/test_synthetic_presentation_protocol.py,8f0b20cbc2b9a734179b98046befa372b9f7e9bd8989c1ac57d063c5816d5342,6498
publication_pipeline_draft/SYNTHETIC_PRESENTATION_RESPONSE_V2_RUNBOOK.md,68811ba84d0bb7f464b425c15e9d20082a3cb3a98534b419ee7c75556bb1b663,1858
hpc/run_synthetic_presentation_response_v2.sh,ec174105d20362bafd551067ff0f8c12820ca13059416111b0d39cab63d0be2c,6195
